Account number,Organization,Country/Area,Request response status,Access type,Samples,Response received date,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Primary Ticker,Tickers,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
880275,P L INDUSTRIA DE CONFECCOES EIREL,Brazil,Submitted,public,,44777.8871296296, Textiles, Textiles & fabric goods, Apparel,Textiles,Textiles & fabric goods,Apparel,General,,,unknown,2022,,,,,,,,,,,,,,,
880289,PROVITAL DO BRASIL COMERCIO DE INSU,Brazil,Submitted,public,,44824.5252314815, Personal care & household products, Chemicals, Materials,Personal care & household products,Chemicals,Materials,General,,,unknown,2022,,,,,,,,,,,,,,,
880306,SAK'S COMERCIO E CONFECCOES EIRELI,Brazil,Submitted,public,,44739.5102777778, Luggage & bags, Textiles & fabric goods, Apparel,Luggage & bags,Textiles & fabric goods,Apparel,General,,,unknown,2022,,,,,,,,,,,,,,,
880345,Hargs Hamn AB,Sweden,Submitted,public,,44740.5027430556, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
880363,Powerspex BV,Netherlands,Submitted,public,,44756.5369328704, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880400,"WENZHOU CLASSIC PACKING CO.,LTD",China,Submitted,public,,44747.1422106481, Other containers & packaging, Light manufacturing, Manufacturing,Other containers & packaging,Light manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880405,"WOORIVONKOREA CO.,LTD",Republic of Korea,Submitted,public,,44728.4010416667, Accessories, Leisure & home manufacturing, Manufacturing,Accessories,Leisure & home manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880411,Van den Heuvel Aannemingsbedrijf B.V.,Netherlands,Submitted,public,,44771.282337963, Energy infrastructure construction, Construction, Infrastructure,Energy infrastructure construction,Construction,Infrastructure,General,,,unknown,2022,,,,,,,,,,,,,,,
880439,MATRIOCHKA INFLUENCES,France,Submitted,public,,44799.430162037, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880442,Neal Analytics LLC,United States of America,Submitted,public,,44772.416087963, Software, IT & software development, Services,Software,IT & software development,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880457,Shipley Business Development,United States of America,Submitted,public,,44775.1520833333, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880461,"SOUTHWORKS, INC.",United Kingdom of Great Britain and Northern Ireland,Submitted,public,,44766.8847106481, IT services, IT & software development, Services,IT services,IT & software development,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880468,WESTMINSTER CAPITAL INC,United States of America,Submitted,public,,44825.9567592593, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880473,NEWMAX TECHNOLOGY CO LTD,"Taiwan, China",Submitted,public,,44753.2319907407, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880484,AnRui Digital,China,Submitted,public,,44739.1403819444, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880496,CORTAC GROUP INC,United States of America,Submitted,public,,44767.7562962963, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880503,EO SOLUCIONES INFORMATICAS SL,Spain,Submitted,public,,44739.3858449074, IT services, IT & software development, Services,IT services,IT & software development,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880509,FAKTOR 3 AG,Germany,Submitted,public,,44756.5147337963, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880511,"GUANGDONG BRANDMAX MARKETING CO., LTD.",China,Submitted,public,,44770.3456365741, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880512,HADDAD AND PARTNERS LLC,United States of America,Submitted,public,,44750.0677430556, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880513,IFG - INTERNATIONAL FINANCIAL GROUP LTD,Canada,Submitted,public,,44767.9115046296, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880515,INDI MARKETERS SL.,Spain,Submitted,public,,44833.2818171296, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880516,INTERANA INC,United States of America,Submitted,public,,44774.7555787037, Software, IT & software development, Services,Software,IT & software development,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880552,Chongqing Si Yuxing Electronic Mate,China,Submitted,public,,44767.3954861111, Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880588,COAVIS Group,Republic of Korea,Submitted,public,,44767.0484490741, Automobiles, Transportation equipment, Manufacturing,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,,,unknown,2022,,,,,,,,,,,,,,,
880617,Estamp Group,Spain,Submitted,public,,44757.2967592593, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880647,Hong Kong & China Moulds Limited,United Kingdom of Great Britain and Northern Ireland,Submitted,public,,44776.5129513889, Industrial machinery, Powered machinery, Manufacturing,Industrial machinery,Powered machinery,Manufacturing,Capital goods,,,unknown,2022,,,,,,,,,,,,,,,
880663,Hidro Rubber Group,Spain,Submitted,public,,44792.3471180556, Rubber products, Wood & rubber products, Manufacturing,Rubber products,Wood & rubber products,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880744,Subansamble Auto SA,Romania,Submitted,public,,44770.8196296296, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880925,Change Recruitment,United Kingdom of Great Britain and Northern Ireland,Submitted,public,,44726.4150115741, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880953,CHANG CHUN CHEMICAL (JIANGSU),China,Submitted,public,,44825.2655092593, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
880957,EXPRESSO SAO PAULO MINAS LTDA,Brazil,Submitted,public,,44726.7606712963, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
880958,ETHOX CHEMICALS LLC,United States of America,Submitted,public,,44771.6751157407, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
880961,ABC INOAC DE MEXICO SA DE CV,Mexico,Submitted,public,,44762.7621412037, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880970,BEARING TECHNOLOGIES LLC,United States of America,Submitted,public,,44761.6101273148, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880982,ALTECHNO METAL CO LTD,Republic of Korea,Submitted,public,,44770.1230787037, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881015,INZI CONTROLS CO LTD,Republic of Korea,Submitted,public,,44756.0027662037, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881051,SH-INT CO LTD,Republic of Korea,Submitted,public,,44754.9965277778, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881056,SRC HOLDINGS CORP,United States of America,Submitted,public,,44781.7107060185, Automobiles, Transportation equipment, Manufacturing,Automobiles,Transportation equipment,Manufacturing,Transport OEMS,,,unknown,2022,,,,,,,,,,,,,,,
881063,TAEYANG METAL INDUSTRIAL CO LTD,Republic of Korea,Submitted,public,,44768.192974537, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881105,PETROLERA ALVEAR SRL,Argentina,Submitted,public,,44767.7096990741, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
881132,APOLO TUBULARS S/A,Brazil,Submitted,public,,44755.7917708333, Iron & steel," Metal smelting, refining & forming", Materials,Iron & steel,"Metal smelting, refining & forming",Materials,Steel,,,unknown,2022,,,,,,,,,,,,,,,
881140,ASVOTEC TERMOINDUSTRIAL LTDA,Brazil,Submitted,public,,44763.4342824074, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881141,ASTROMARITIMA NAVEGACAO SA,Brazil,Submitted,public,,44771.1169328704, Marine freight, Marine transport, Transportation services,Marine freight,Marine transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
881163,BRASERV PETROLEO LTDA,Brazil,Submitted,public,,44769.7915277778, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
881182,COMPAGNIE MARITIME MONEGASQUE INTERNATIONAL II S.A.R.L. 0030021523,Brazil,Submitted,public,,44748.6900810185, Marine freight, Marine transport, Transportation services,Marine freight,Marine transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
881200,DELP ENGENHARIA MECANICA S/A 0010161304,Brazil,Submitted,public,,44770.8516203704, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881213,DNV.,Norway,Submitted,public,,44776.6478009259, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881260,GEOGAS SERVICOS DE OLEO E GAS LTDA,Brazil,Submitted,public,,44764.5090856481, Utility line construction, Construction, Infrastructure,Utility line construction,Construction,Infrastructure,General,,,unknown,2022,,,,,,,,,,,,,,,
881263,GRANIHC SERVICES S.A. 0010198013,Brazil,Submitted,public,,44782.0774421296, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881275,INSTITUTO DE PESQUISAS TECNOLOGICAS DO ESTADO DE SAO PAULO SA IPT 0010007395,Brazil,Submitted,public,,44774.5912615741, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881284,MANAUS  PILOTS S/S LTDA 0010125682,Brazil,Submitted,public,,44753.7389583333, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881287,MAP TRANSPORTES AEREOS LTDA 0010174075,Brazil,Submitted,public,,44746.5873263889, Passenger airlines, Air transport, Transportation services,Passenger airlines,Air transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
881292,LIGA MONTAGEM E MANUTENCAO ELETROMECANICA LTDA,Brazil,Submitted,public,,44775.5636921296, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881297,MAN OIL & MARINE SRL 0030029430,Italy,Submitted,public,,44748.833900463, Rubber products, Wood & rubber products, Manufacturing,Rubber products,Wood & rubber products,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
881307,MINERAL ENGENHARIA E MEIO AMBIENTE 0010187916,Brazil,Submitted,public,,44769.7686458333, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881312,OCEANICA ENGENHARIA E CONSULTORIA S.A. 0010025217,Brazil,Submitted,public,,44726.7548148148, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881318,OIL STATES INDUSTRIES DO BRASIL INSTALACOES MARITIMAS LTDA 0010067168,United States of America,Submitted,public,,44763.6726388889, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881333,QUALIDADOS CONSULTORIA E SISTEMAS LTDA 0010025648,Brazil,Submitted,public,,44725.8415393519, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881338,QUALITY WELDING SERVICOS S/A,Brazil,Submitted,public,,44741.7498611111, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
881340,PERBRAS EMPRESA BRASILEIRA DE PERFURACOES LTDA. 0010004118,Brazil,Submitted,public,,44774.8971412037, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
